init_id,id,description,has_stock,cost,weight,cr_number,mfg
PT650,PT650,"Trim Motor, 3 Wire
Suzuki 4cyl, V6
Cross Ref #: 38100-87E10-0ED, 38100-87E10-01T
Mfg Part #: 38100-87E10-OED",True,154.04,6.0,"38100-87E10-0ED, 38100-87E10-01T",38100-87E10-OED
P5939916,P5939916,"Gearcase Assy 1.75:1 25"" LH
Mercury 3.0L
Cross Ref #: 859399A16, 859399R16
Mfg Part #: 859399T16",False,1683.17,60.0,"859399A16, 859399R16",859399
QC10WEP,QC10WEP,"Spark Plug, Champion Iridium
Evinrude 25-250 E-tec
Cross Ref #: 5007120, 5007419, 5011240
Mfg Part #: 5007419",True,7.6,0.11,"5007120, 5007419, 5011240",5007419
QC12PEP,QC12PEP,"Spark Plug Champion QC12PEP
Evinrude FFI V6
956M
Mfg Part #: 5001866, 956M",True,5.02,0.1,,"5001866, 956M"
QC12PEPB,QC12PEPB,"Spark Plug Champion QC12PEPB
Evinrude E tec
Cross Ref #: 5006525
Mfg Part #: 763689",True,6.54,0.1,5006525,763689
QC8WEP,QC8WEP,"Spark Plug Champion QC8WEP
Evinrude 200-300 90? E-tec
3.3L 3.4L
Mfg Part #: 5007597",True,8.51,0.11,,5007597
QF1K,QF1K,"Quick Flush Kit
Johnson/Evinrude 200-300hp
Weep Hole
Mfg Part #: 436726",True,21.46,0.2,,436726
QF2K,QF2K,"Quick Flush Kit
Mercury / Yamaha
With-out Weep Hole",True,21.46,0.2,,
QL77CC,QL77CC,"Spark Plug Champion QL77CC
Mercury 3.0L
Stock # 941M
Cross Ref #: 33-941
Mfg Part #: 33-941, 941M",True,3.04,0.13,33-941,"33-941, 941M"
QL77JC4S,QL77JC4S,"Spark Plug 24 Pack Champion QL
Johnson/Evinrude
Stock # 828S
Cross Ref #: 509925
Mfg Part #: 509925, 828S",True,61.09,3.0,509925,"509925, 828S"
RS2,RS2,"Skeg 10 inch
Outboards 85-140hp",True,35.74,1.5,,
R11350,R11350,"ECU, Reman
Mercury V6",False,530.29,3.7,,
R1935K1,R1935K1,"Stator, 12 Pin R&R
Mercury
Mfg Part #: 398-821935A 3",False,202.18,4.0,,398-821935A 3
R584044,R584044,"Power Pack R&R
Johnson/Evinrude 150hp xflow
1989-1991
Mfg Part #: 584044",False,138.42,2.0,,584044
SHI0121,SHI0121,"Starter Motor
Yamaha F200 & F225
Mfg Part #: 69J-81800-00-00",True,229.89,8.0,,69J-81800-00-00
SUPERLOOPER,SUPERLOOPER,"Powerhead Assembly
Johnson/Evinrude
Looper 200hp 93-97",False,2500.0,140.0,,
SZ4050KITZ,SZ4050KITZ,"Anode Kit Zinc
Suzuki
40-50hp
Cross Ref #: 55320-95310, 55321-87J00
Mfg Part #: 55125-95500",True,10.29,,"55320-95310, 55321-87J00",55125-95500
S2036M,S2036M,"Starter Motor 10 Tooth MES
Johnson Evinrude 9.9-15hp 2cyl
Cross Ref #: 18-6434, 386430, 763454
Mfg Part #: 386430",True,98.35,3.2,"18-6434, 386430, 763454",386430
S2072M,S2072M,"Starter Motor 9 Tooth MES
Yamaha 60-90hp
Cross Ref #: 6H3-81800-10-00, 6H3-81800-11-00
Mfg Part #: 6H3-81800-10",False,199.73,5.1,"6H3-81800-10-00, 6H3-81800-11-00",6H3-81800-10
S2074M,S2074M,"Starter Motor 8 Tooth MES
Suzuki 90/100, 150-225hp
31100-87D10
Cross Ref #: 31100-87D10, 31100-92E00
Mfg Part #: 31100-87D00",False,157.43,6.5,"31100-87D10, 31100-92E00",31100-87D00
S2075M,S2075M,"Starter Motor 9 Tooth MES
Suzuki 115-140hp 2 Stroke
Cross Ref #: 31100-94500, 31100-94511, 31100-94512, 31100-94600, 31100-94601, 31100-94610
Mfg Part #: 31100-94601",True,159.39,6.4,"31100-94500, 31100-94511, 31100-94512, 31100-94600, 31100-94601, 31100-94610",31100-94601
S2080M,S2080M,"Starter Motor 9 Tooth
Yamaha 75-90hp
Mfg Part #: 688-81800-12-00",False,171.68,7.6,,688-81800-12-00
S2082M,S2082M,"Starter Motor 9 Tooth Pro
Suzuki 75-85Hp 2 Stroke
1988-2000
Cross Ref #: 31100-95600, 31100-95601
Mfg Part #: 31100-95601",False,156.44,6.7,"31100-95600, 31100-95601",31100-95601
S3227,S3227,"Fuel Filter, 10 Micron
Mercury 200-350HP Verado
Racor 4-Stroke 6 Cyl.
Cross Ref #: 8M0103096, 886638
Mfg Part #: 8M0103096",True,21.01,0.9,"8M0103096, 886638",8M0103096
TM20,TM20,"Gearcase, Torquemaster
20""
Cross Ref #: 8M0072952, 842739T02, 842739T04, 842739T05, 842739T08, 842739T12
Mfg Part #: 842739T13",False,3065.14,46.1,"8M0072952, 842739T02, 842739T04, 842739T05, 842739T08, 842739T12",842739
TM25,TM25,"Gearcase, Torquemaster
25""
Cross Ref #: 8M0072953, 842739T06, 842739T07, 842739T14, 842739T15
Mfg Part #: 842739T06",False,3065.14,48.0,"8M0072953, 842739T06, 842739T07, 842739T14, 842739T15",842739
TT1,TT1,"Torque Tab
Outboards 85-200hp",True,23.37,0.2,,
T1155M,T1155M,"Trim Motor
Suzuki DT 150-200hp
3 Wire 3 Bolt
Cross Ref #: 38100-87D00-01T, 38100-87D00-02M, 38100-87D00-35J, 38100-87D01-0ED, 38100-87D01-01T, 38100-87D01-02M, 38100-87D01-35J, 6269
Mfg Part #: 38100-87D01-0ED",False,132.78,5.7,"38100-87D00-01T, 38100-87D00-02M, 38100-87D00-35J, 38100-87D01-0ED, 38100-87D01-01T, 38100-87D01-02M, 38100-87D01-35J, 6269",38100-87D01-0ED
T24-V,T24-V,"LA Sleeve W/o Ports CI
Mercury 3.4 V6 4.6L V8 175-300
ProXS, Verado, 4 Stroke ^-18",True,57.2,1.4,,
VERL4-100HR,VERL4-100HR,"100 Hour Service Kit
Verado Inline 4",True,193.05,21.8,,
VERL6-100HR,VERL6-100HR,"100 Hour Service Kit
Verado Inline 6",False,178.38,21.8,,
VERSC-I4,VERSC-I4,"Supercharger Used
Mercury Verado I-4",True,650.0,35.2,,
VERSC-I6,VERSC-I6,"Supercharger, Reman
Mercury Verado I-6
250$ Core - PN# VERSC-i6Core
Cross Ref #: 898096R03
Mfg Part #: 898096R03",False,650.0,35.2,898096,898096
VZ250GC,VZ250GC,"Gearcase, Reman
Yamaha 250HP",False,1800.0,90.0,,
V1100,V1100,"Vertex Piston Kit Std.
Johnson Evinrude 2 - 3 Cyl
Bore 3.187 Looper
Cross Ref #: 391798, 5006655",False,23.75,1.3,"391798, 5006655",
V1600KT,V1600KT,"Engine Rebuild Kit Standard
Yamaha V6 6E5 90? 21.5mm
150hp,175hp,200hp 1984-1992",True,732.81,16.0,,
V1600K4,V1600K4,"Engine Rebuild Kit Standard
Yamaha V4 6E5 90? 21.5mm
115hp,130hp, 1984-1992",True,454.75,12.0,,
V1620KT,V1620KT,"Engine Rebuild Kit .020 Over
Yamaha V6 6E5 90? 21.5mm
150hp,175hp,200hp 1984-1992",False,732.81,16.0,,
V1620K4,V1620K4,"Engine Rebuild Kit .020 Over
Yamaha V4 6E5 90? 21.5mm
115hp, 130hp.1984-1992",False,454.75,12.0,,
V1640KT,V1640KT,"Engine Rebuild Kit .040 Over
Yamaha V6 6E5 90? 21.5mm
150hp,175hp,200hp 1984-1992",True,732.81,16.0,,
V1640K4,V1640K4,"Engine Rebuild Kit .040 Over
Yamaha V4 6E5 90? 21.5mm
115hp, 130hp.1984-1992",True,454.75,12.0,,
V2330,V2330,"Vertex Piston Kit .030
Mercury Inline 3-6 Cyl
Low Dome Bore 2.905",False,57.08,2.0,,
V4000P,V4000P,"Vertex Piston Kit Std. Port
Mercury 2L
Top Guided Bore 3.125
Cross Ref #: 7442A32, 7442T32",False,64.79,1.3,"7442A32, 7442T32",
V4620P,V4620P,"Vertex Piston Kit .020 Port
Yamaha V4 V6
Bore 3.564",False,55.99,1.5,,
V7200,V7200,"Vertex Piston Kit Std.
Johnson Evinrude 3Cyl
Bore Size 3.187
Cross Ref #: 394461, 433945, 437409, 437411, 5006701",False,38.0,1.2,"394461, 433945, 437409, 437411, 5006701",
V7930,V7930,"Vertex Piston Kit .030
Mercury 40/50/60hp 3 Cyl
Bore Size 3.022
Mfg Part #: 705-850026T 3",False,88.37,1.5,,705-850026T 3
WP30SP,WP30SP,"Bearing, Needle Dealer Pack
Yamaha
WP30 1000 pk
Cross Ref #: 93602-20M02-00
Mfg Part #: 93602-20M02-00",False,96.33,2.0,93602-20M02-00,93602-20M02-00
W25K-SH,W25K-SH,"Wizard Piston Kit Pro Stock
Mercury V6 260, 280hp
For Sleeved Hole",False,1267.86,15.0,,
X66,X66,"Tilt Mechanism
Mercury Verado Hydraulic Helm
Fits Verado Helm
Cross Ref #: 8M0001585, 892554A01, 892554T
Mfg Part #: 8M6003710",False,147.93,3.0,"8M0001585, 892554A01, 892554T",8M6003710
YAMV4PH,YAMV4PH,"Powerhead Assembly
Yamaha",False,1600.0,140.0,,
YF28LI4-100HR,YF28LI4-100HR,"100 Hour Service Kit
Yamaha 2.8L F175-F200
10W-30 - All Models",True,48.81,14.0,,
YF90100-100HR,YF90100-100HR,"100 Hour Service Kit
Yamaha 75-115hp 4 Stroke
FUEL FILTER NOT INCLUDED",True,47.65,14.0,,
Y80100KITZ,Y80100KITZ,"Anode Kit
Yamaha 80-100HP",True,21.8,5.0,,
12,12,"Bearing, Rod Caged OEM
Mercury 70-300hp 1.5L-3.0L
1999-Up OEM
Mfg Part #: 43012A1,844338A01",False,64.45,0.2,,"43012A1,844338A01"
13,13,"Water Pump Kit w/ Housing
Johnson/Evinrude Early V4 V6
With Weep Hole in Pump Housing
Mfg Part #: 5001594",True,31.41,1.4,,5001594
20305,20305,"Brass Drain Plug Kit
Universal",True,5.37,,,
20306,20306,"Stainless Drain Plug Kit
Universal",True,10.97,,,
86,86,"Lower Cap, Crankshaft
Johnson/Evinrude 60deg V4 V6
Cross Ref #: 340559
Mfg Part #: 340559",True,6.32,0.1,340559,340559
9262189,9262189,"O-Ring Trim & Tilt
Yamaha 55-90hp
Mfg Part #: 6H1-43864-00-00",True,1.11,,,6H1-43864-00-00
1-31-7716,1-31-7716,"Fuel Filter
Suzuki, Bombardier 4 Stroke
DF25-140hp 2000-2006
Cross Ref #: 15410-60C00, 15410-87J10, 5032323
Mfg Part #: 15410-87J10",True,4.22,0.1,"15410-60C00, 15410-87J10, 5032323",15410-87J10
1-31-8805,1-31-8805,"Float, Fuel Tank Aftermarket
for Verado 135-275 4 Stroke
75/90/115hp EFI 4 Stroke
Cross Ref #: 8M0007943, 8M6000359, 8800596524, 880296522, 880596504
Mfg Part #: 8M6000359",False,59.59,0.1,"8M0007943, 8M6000359, 8800596524, 880296522, 880596504",8M6000359
1-32-5032617,1-32-5032617,"Fuel Pump, Electrical
Johnson/Evinrude 40-70HP 01-06
Suzuki
Mfg Part #: 5032617, 15200-87J10",False,76.16,2.0,,"5032617, 15200-87J10"
1-32-66M24410,1-32-66M24410,"Fuel Pump
Yamaha 9.9HP-15HP 4-Stroke
2002 and later
Cross Ref #: 18-35302, 66M-24410-00-00, 66M-24410-01-00, 66M-24410-10-00, 66M-24410-11-00
Mfg Part #: 66M-24410-11-00",True,33.06,0.38,"18-35302, 66M-24410-00-00, 66M-24410-01-00, 66M-24410-10-00, 66M-24410-11-00",66M-24410-11-00
1-32-90J00,1-32-90J00,"Fuel Pump, Hi Pressure
Suzuki DF100-DF140hp 4 Stroke
Cross Ref #: 15200-90J00, 15200-93J01, 5033702, 68V-13907-03-00
Mfg Part #: 15200-90J00",False,85.63,,"15200-90J00, 15200-93J01, 5033702, 68V-13907-03-00",15200-90J00
1-33-6AH1430,1-33-6AH1430,"Carburetor
Yamaha 20HP 4 Stroke
2006-Current
Cross Ref #: 6AH-14301-A0-00, 6AH-14301-00-00, 6AH-14301-01-00, 6AH-14301-02-00
Mfg Part #: 6AH-14301-01-00",True,89.87,,"6AH-14301-A0-00, 6AH-14301-00-00, 6AH-14301-01-00, 6AH-14301-02-00",6AH-14301-01-00
1-33-66M111430,1-33-66M111430,"Carburetor
Yamaha 15HP Manual Start
1998-2001
Cross Ref #: 66M-14301-11-00, 66M-14301-11-00, 66M-14301-12-00
Mfg Part #: 66M-14301-11-00",True,87.04,0.9,"66M-14301-11-00, 66M-14301-11-00, 66M-14301-12-00",66M-14301-11-00
1-43-6AW81950,1-43-6AW81950,"Relay Assembly, Trim
Yamaha F200-F350
4 Stroke 2006-Later
Cross Ref #: 6AW-81950-00-00
Mfg Part #: 6AW-81950-00-00",True,60.26,1.2,6AW-81950-00-00,6AW-81950-00-00
1-43-68F81950,1-43-68F81950,"Relay Assembly, Trim
Yamaha 150-175HP
2003-2012
Cross Ref #: 68F-81950-00-00, 68F-81950-01-00
Mfg Part #: 68F-81950-01-00",False,113.49,,"68F-81950-00-00, 68F-81950-01-00",68F-81950-01-00
1-43-68V8195B,1-43-68V8195B,"Relay Assembly, Trim
Yamaha F115HP
2003 and Later
Cross Ref #: 68V-8195B-00-00, 68V-8195B-01-00
Mfg Part #: 68V-8195B-01-00",False,113.49,,"68V-8195B-00-00, 68V-8195B-01-00",68V-8195B-01-00
1-510-6E54598,1-510-6E54598,"Thrust Washer
Yamaha 115-250HP
Cross Ref #: 18-73918, 6E5-45987-00-00, 6E5-45987-01-00, 63P-45987-00-00
Mfg Part #: 6E5-45987-01-00",True,18.03,0.57,"18-73918, 6E5-45987-00-00, 6E5-45987-01-00, 63P-45987-00-00",6E5-45987-01-00
1-510-6L24598,1-510-6L24598,"Thrust Washer
Yamaha 25-30HP
1988 and Later
Cross Ref #: 18-73979, 6L2-45987-00-00, 6L2-45987-01-00
Mfg Part #: 6L2-45987-01-00",True,12.28,0.17,"18-73979, 6L2-45987-00-00, 6L2-45987-01-00",6L2-45987-01-00
1-510-67F4599,1-510-67F4599,"Spacer, Propshaft
Yamaha 50-100HP
Cross Ref #: 67F-45997-00-00
Mfg Part #: 67F-45997-00-00",False,12.09,0.23,67F-45997-00-00,67F-45997-00-00
1-510-6884599,1-510-6884599,"Spacer, Propshaft
Yamaha 115-300HP
Cross Ref #: 18-4274
Mfg Part #: 688-45997-01-00",True,15.6,0.42,18-4274,688-45997-01-00
1-60-66TW0000101,1-60-66TW0000101,"Gasket Kit, Power Head
Yamaha - 40HP Enduro
40HP Enduro
Mfg Part #: 66T-W0001-01",True,25.31,0.46,,66T-W0001-01
1-79-40970,1-79-40970,"Lanyard, Cut-Off Switch
Universal
Coiled",True,13.49,0.1,,
1-93-63V85520,1-93-63V85520,"Charge Coil
Yamaha 9.9/15HP 1996-03
9.9-15HP 1996-03
Cross Ref #: 18-5183, 63V-85520-00-00, 63V-85520-01-00
Mfg Part #: 63V-85520-00-00",True,17.33,,"18-5183, 63V-85520-00-00, 63V-85520-01-00",63V-85520-00-00
1-93-66T85540,1-93-66T85540,"CDI
Yamaha 40HP 1998-Later
Enduro E40X, 40XWT 2-Stroke
Cross Ref #: 66T-85540-01-00
Mfg Part #: 66T-85540-00-00",True,42.55,,66T-85540-01-00,66T-85540-00-00
1-94-6G5819,1-94-6G5819,"Regulator Rectifier
Yamaha 75-200
1986-1999
Cross Ref #: 6G5-81960-A0-00
Mfg Part #: 6G5-81960-A0-00",False,39.71,0.8,6G5-81960-A0-00,6G5-81960-A0-00
1-94-60V81960,1-94-60V81960,"Regulator
Yamaha 200-300HP 2006 & Later
2006 & Later
Cross Ref #: 60V-81960-03-00, 60V-81960-04-00, 60V-81960-05-00
Mfg Part #: 60V-81960-04-00",False,113.49,1.0,"60V-81960-03-00, 60V-81960-04-00, 60V-81960-05-00",60V-81960-04-00
1-94-69J81960,1-94-69J81960,"Regulator
Yamaha 200/225 4 Stroke 06-12
2006-2012
Cross Ref #: 69J-81960-10-00, 69J-81960-11-00, 69J-81960-12-00, 69J-81960-13-00
Mfg Part #: 69J-81960-12-00",False,113.49,,"69J-81960-10-00, 69J-81960-11-00, 69J-81960-12-00, 69J-81960-13-00",69J-81960-12-00
10-3380,10-3380,"Gasket Kit, Powerhead
SportJet 240 EFI
2001-2003
Mfg Part #: 27-885214A1",True,106.1,0.7,,27-885214A1
10-3381,10-3381,"Gasket Kit, Powerhead
SportJet 240EFI
2001-2003
Mfg Part #: 27-885214A1",False,128.52,,,27-885214A1
10-7215,10-7215,"Gasket, Exhaust Cover
Tohatsu 60/70 hp
Cross Ref #: 3F3023050, 3F3023051M, 3F3023052M
Mfg Part #: 3F3-02305-0",True,2.69,0.03,"3F3023050, 3F3023051M, 3F3023052M",3F3-02305-0
10-7280,10-7280,"Gasket Kit, Powerhead
Tohatsu 60, 70 hp
Cross Ref #: 3F381217M, 3F3871210M, 3F3871213M, 3F3871214M, 3F3871215M, 3F3871217M, 3F3871219M, 3F3871219M
Mfg Part #: 3F3-871210-M",True,30.03,0.51,"3F381217M, 3F3871210M, 3F3871213M, 3F3871214M, 3F3871215M, 3F3871217M, 3F3871219M, 3F3871219M",3F3-871210-M
10-7480,10-7480,"Gasket Kit, Powerhead
Tohatsu 40, 50 hp",True,21.85,0.5,,
1017,1017,"Powerhead Assembly
Mercury 250XS",False,5500.0,300.0,,
1064,1064,"ADV Sleeve W/o Ports CI
J/E X-Flow 2Cyl Bore 3.187
Outer Diameter 3.437",False,47.1,2.0,,
1100,1100,"Engine Rebuild Kit Standard
OMC 2 Cyl 40-60hp
3.187 Bore",False,219.29,4.0,,
11062,11062,"Clutch Dog
Mercury L4, L6 and V6
Cross Ref #: 78959, 823174, 823174T
Mfg Part #: 52-823174T",True,97.33,2.0,"78959, 823174, 823174T",52-823174T
11083,11083,"Switch Kit, Stop
Mercury
Mfg Part #: 11083A6",True,77.56,0.13,,11083
11152,11152,"Propshaft
Mercury 150hp-225hp 2.5L 3.0L
Early 75hp - 115hp Inlines
Cross Ref #: 18-2182, 52542, 93003
Mfg Part #: 93003",True,157.27,4.0,"18-2182, 52542, 93003",93003
11156,11156,"Propshaft
Mercury 35-70hp 2-4 cyl
Mfg Part #: 44-75365",False,207.25,3.0,,44-75365
11163,11163,"Driveshaft, Preloaded Long 20""
Mercury 150-200hp V6
8 Spline 22"" Key to Top Shaft
Cross Ref #: 18-2181, 67884A2, 98682
Mfg Part #: 98682A1",True,367.01,6.1,"18-2181, 67884A2, 98682",98682
1118,1118,"Bearing, Driveshaft
Mercury 50-125 w/ 19672 Pinion
Force 75-120 w 43-19672 Pinion
Cross Ref #: 18-1118, 18-1118, 22960, 42677A1
Mfg Part #: 42677A1",True,23.21,0.8,"18-1118, 18-1118, 22960, 42677A1",42677
1120,1120,"Engine Rebuild Kit .020 Over
OMC 2 Cyl 40-60hp
3.187 Bore",False,219.29,4.0,,
11228,11228,"Gasket, Cylinder to Block
Suzuki 150-225hp 1985-1999
Cross Ref #: 11228-87D01, 11228-87D02, 11228-87D03, 11228-87D90, 11228-87D91, 11228-92E00, 11228-92E01
Mfg Part #: 11228-92E01",True,20.77,0.3,"11228-87D01, 11228-87D02, 11228-87D03, 11228-87D90, 11228-87D91, 11228-92E00, 11228-92E01",11228-92E01
113-3110,113-3110,"Power Pack, No Rev Limit
Johnson/Evinrude 88-110hp V4
1986-1988
Cross Ref #: 583110
Mfg Part #: 583110",True,106.73,0.62,583110,583110
113-4783,113-4783,"Power Pack No Rev Limit
Johnson/Evinrude 9.9-15hp
1993-2006
Cross Ref #: 18-5767, 584783, 586798
Mfg Part #: 584783",True,72.3,0.62,"18-5767, 584783, 586798",584783
1130,1130,"Engine Rebuild Kit .030 Over
OMC 2 Cyl 40-60hp
3.187 Bore",False,219.29,4.0,,
11325,11325,"Anode, Cylinder
Yamaha F9.9-F350
Yamaha Waverunner 1990-2013
Mfg Part #: 6E5-11325-00-00",True,1.86,0.03,,6E5-11325-00-00
11372,11372,"Bypass Cover
Yamaha 115-300HP 4-Stroke
Cross Ref #: 6G5-11372-00-00, 6G5-11372-00-1S, 6G5-11372-00-5B, 6G5-11372-00-8D, 6G5-11372-00-9M
Mfg Part #: 6G5-11372-00-1S",True,13.18,0.3,"6G5-11372-00-00, 6G5-11372-00-1S, 6G5-11372-00-5B, 6G5-11372-00-8D, 6G5-11372-00-9M",6G5-11372-00-1S
11398,11398,"Bearing Carrier, Prop w/Seals
Johnson/Evinrude 90-115hp
1995 & Up
Cross Ref #: 11398, 436832, 5000440, 769827
Mfg Part #: 436832",True,218.44,2.7,"11398, 436832, 5000440, 769827",436832
114-4953,114-4953,"Switch Box
Mercury 70-90hp L3
1994-1995
Cross Ref #: 18-5790, 18495A12, 18495A19, 18495A26, 9-25107
Mfg Part #: 18495A26",True,250.21,0.9,"18-5790, 18495A12, 18495A19, 18495A26, 9-25107",18495
11447,11447,"Crankshaft Sealing Ring Used
Yamaha V4 / V6
Cross Ref #: 6E5-11447-00-00
Mfg Part #: 6E5-11447-00-01",False,6.65,0.5,6E5-11447-00-00,6E5-11447-00-01
115YAMPH,115YAMPH,"Powerhead assembly
Yamaha 115hp",False,1600.0,,,
11512,11512,"Oil Seal
Yamaha F150 2004-Present",True,5.71,0.02,,
115298,115298,"Dust Seal Tilt Ram
Yamaha 115-200hp
1997-2009
Cross Ref #: 64E-43898-00-00
Mfg Part #: 64E-43898-00-00",True,9.39,0.01,64E-43898-00-00,64E-43898-00-00
1156,1156,"ADV Sleeve PORT .020 OD
Johnson/Evinrude 4 Cyl Ficht",False,117.31,2.0,,
1156,1156,"ADV Sleeve STBD .020 OD
Johnson/Evinrude 4 Cyl Ficht
Mfg Part #: 1156SSB",True,117.31,,,1156
117-6G5,117-6G5,"Ignition Pack
Yamaha 150-200 V6
1984-1989
Cross Ref #: 6G5-85540-10-00, 6G5-85540-11-00, 6G5-85540-12-00
Mfg Part #: 6G5-85540-10-00",False,764.82,3.0,"6G5-85540-10-00, 6G5-85540-11-00, 6G5-85540-12-00",6G5-85540-10-00
11770,11770,"Gear Set Fwd/Pin/Rev 2:1
Mercury 150-175hp 2.0L preload
Cross Ref #: 803619T1, 85462T
Mfg Part #: 43-803619T1,85462",False,426.1,6.0,"803619T1, 85462T","43-803619T1,85462"
1181,1181,"Sleeve, PORT
Mercury 3.0L 225HP Optimax
01-04 3.625""",False,107.92,2.0,,
1181,1181,"Sleeve, STBD
Mercury 3.0L 225HP Optimax
01-04 3.625""",False,107.92,2.24,,
1195,1195,"ADV Sleeve
YAMAHA VX250 TLRB 2003
250 EFI & Carb.",True,113.48,1.0,,
1202,1202,"Water Pump Kit w/ Housing
Force 85-125hp
85-125hp L-Drive 1989
Cross Ref #: FK1202
Mfg Part #: FK1202-1",True,93.21,0.9,FK1202,FK1202-1
12066,12066,"Starter Rope
Mercury
Cross Ref #: FA27232, F27232, 12066, 12066A1, 12066A9, 12066Q10, 12066Q9, 20168A1, 20169A1, 20589A1, 21116A1, 22268A1, 22791A1, 25348A1, 28958, 28985A1, 28985A2, 30823A1, 45093, 61575A1, 61575A2, 79629A1, 80040M, 812639, 81306M, 82122M, 83586M, 86855, 89141, 92698M, 9
Mfg Part #: 12066Q10, 12066Q9",True,9.62,0.133,"FA27232, F27232, 12066, 12066A1, 12066A9, 12066Q10, 12066Q9, 20168A1, 20169A1, 20589A1, 21116A1, 22268A1, 22791A1, 25348A1, 28958, 28985A1, 28985A2, 30823A1, 45093, 61575A1, 61575A2, 79629A1, 80040M, 812639, 81306M, 82122M, 83586M, 86855, 89141, 92698M, 9","12066Q10, 12066Q9"
12200-92E04U,12200-92E04U,"Crankshaft Used
Suzuki DT150/175/200/225
1986-2003
Cross Ref #: 12200-87D00, 12200-87D01, 12200-87D02, 12200-87D02, 12200-87D03, 12200-87D10, 12200-87D11, 12200-87D13, 12200-92E00, 12200-92E01, 12200-92E02, 12200-92E03
Mfg Part #: 12200-92E04",True,900.0,30.0,"12200-87D00, 12200-87D01, 12200-87D02, 12200-87D02, 12200-87D03, 12200-87D10, 12200-87D11, 12200-87D13, 12200-92E00, 12200-92E01, 12200-92E02, 12200-92E03",12200-92E04
1232,1232,"ADV Sleeve w/port .020 over od
J/E 150/175 E-Tec PORT 2009-11
O.D. 3.820",True,149.65,2.0,,
1233,1233,"ADV Sleeve Port w Oil Groove
Evinrude E-tech 200hp 60º
3.600"" Bore 3.8 OD",True,149.95,1.8,,
1233,1233,"ADV Sleeve STBD w Oil Groove
Evinrude E-tech 200hp 60º
3.600"" Bore 3.8 OD",True,149.95,1.8,,
1236,1236,"Advanced Sleeve
Mercury Verado 150-200HP",False,85.16,1.8,,
1237,1237,"Gasket, Exhaust
Johnson/Evinrude V6 150-235HP
Mfg Part #: 323222",True,3.79,0.1,,323222
1247,1247,"Advanced Sleeve
Yamaha 3.3L HPDI 2007 & Up",True,113.48,2.5,,
1252,1252,"ADV Sleeve, STD PORT
Mercury 175HP Optimax",True,105.28,2.0,,
1252,1252,"ADV Sleeve, PORT
Mercury 175HP 2.5 Optimax
.020 OD",True,105.28,2.0,,
1252,1252,"ADV Sleeve, STD STAR
Mercury 175HP 2.5 Optimax",True,105.28,2.0,,
1252,1252,"ADV Sleeve, STAR
Mercury 175HP 2.5L
.020 OD",True,105.28,2.0,,
1253,1253,"Advanced Sleeve
BRP Etec 250-300HP HO 3.4L
2008-2012",True,149.65,1.6,,
1253,1253,"Advanced Sleeve
BRP Etec 250-300HP HO 3.4L
2008-2012",True,149.65,1.6,,
1255,1255,"Sleeve
Yamaha F300",False,103.23,2.0,,
1260,1260,"Advanced Sleeve w/o Notch
Mercury 40hp 2 Cyl 1994-04
Bore 2.993 OD 3.2 Len 5.585",True,90.18,2.0,,
1261,1261,"Sleeve
Yam VF250 SHO 4.2liter",True,103.23,2.0,,
12886,12886,"Switch, Oil Tank
Mercury 30-250hp 2cyl-3.0L
Cross Ref #: 12886A2, 12886A3, 12886A5, 12886A6
Mfg Part #: 12886A6",True,25.01,0.1,"12886A2, 12886A3, 12886A5, 12886A6",12886
1300,1300,"HP Piston Kit Std
Johnson/Evinrude Crossflow
Bore Size 3.500""",False,100.73,2.2,,
1300,1300,"Engine Rebuild Kit Standard
OMC V4 Crossflow 3.500""
1977 & Up",False,450.5,11.0,,
1312,1312,"Idle Air Control
Yamaha F115 F200 F225 3.3L
Mfg Part #: 68V-1312A-00-00",True,60.05,1.0,,68V-1312A-00-00
13141,13141,"Thermostat Kit 110°
Mercury 40-60hp 3cyl
97 & Later
Mfg Part #: 850055A2",True,53.12,0.4,,850055
1320,1320,"HP Piston Kit .020
Johnson/Evinrude Crossflow
Bore Size 3.520""",False,95.43,2.0,,
1320,1320,"Engine Rebuild Kit .020 Over
OMC V4 Crossflow 3.500""
1977-Up",False,450.5,11.0,,
133-3533,133-3533,"Timer Base
Johnson/Evinrude 185-225hp
1988-2000
Cross Ref #: 583533, 584586, 763775
Mfg Part #: 583533,763775,584586",True,352.21,0.9,"583533, 584586, 763775","583533,763775,584586"
133-4804,133-4804,"Timer Base
Johnson/Evinrude 50-70hp 3cyl
1993-1999
Cross Ref #: 584804, 763773
Mfg Part #: 584804,763773",True,175.33,1.0,"584804, 763773","584804,763773"
1330,1330,"Pro Piston Kit .030
Johnson Evinrude 85-235hp
1974-1998 Crossflow 3.530"" Bor
Cross Ref #: 18-4100, 24030, 392903, 393929, 396585, 5006667, 9-53422
Mfg Part #: 396585",False,49.55,2.1,"18-4100, 24030, 392903, 393929, 396585, 5006667, 9-53422",396585
1330,1330,"HP Piston Kit
Johnson/Evinrude Crossflow
Bore Size 3.530""",False,100.73,2.2,,
1330,1330,"Engine Rebuild Kit .030 Over
OMC V4 Crossflow 3.500""
1977-Up",False,450.5,11.0,,
1340,1340,"Pro Piston Kit .040
Johnson Evinrude 85-235hp
1974-1998 Crossflow 3.540""Bore
Cross Ref #: 24034
Mfg Part #: 438998",False,42.83,2.1,24034,438998
