init_id,part_number,title,sbt_price,cost,has_stock,stock_eta,description,applications
15-401,15-401,Regulator /Rectifier for Yamaha SuperJet 650 /WR III 650 /Wave Runner LX /VXR 650 /VXR Pro 700,55.45,33.25,True,,New Replacement OE Yamaha Regulator/Rectifier,"1990 Super Jet 650  
1990 Wave Runner III 650  

1991 Super Jet 650  
1991 VXR 650  
1991 Wave Runner III 650 
1991 Wave Runner LX  

1992 Super Jet 650  
1992 VXR 650  
1992 Wave Runner III 650  
1992 Wave Runner LX  

1993 Super Jet 650  
1993 VXR 650  
1993 VXR PRO 700  
1993 Wave Blaster 700  
1993 Wave Runner III 650  
1993 Wave Runner LX  

1994 FX1  
1994 VXR PRO 700  
1994 Wave Runner III 700  
1994 Waver Blaster 700  
1994 Waver Raider 700  

1995 FX1  
1995 Super Jet 700  
1995 VXR 650  
1995 Wave Blaster 700  
1995 Wave Raider 700  
1995 Wave Runner III 650  
1995 Wave Venture 700  
1995 Waver Runner III 700  
1995 Wave Raider 700 Deluxe  

1996 Super Jet 700  
1996 Wave Blaster 700  
1996 Wave Blaster 760  
1996 Wave Raider 700  
1996 Wave Raider 760  
1996 Wave Runner III 650  
1996 Wave Venture 700    

1997 Super Jet 700  
1997 Wave Blaster 760  
1997 Wave Raider 700  
1997 Wave Runner 760  
1997 Wave Runner III 700  
1997 Wave Venture 760  

1998 Super Jet 700  
1998 Wave Runner 760  
1998 Wave Venture 700  
1998 XL 760 

1999 GP 760  
1999 Super Jet 700  
1999 XL 700 
1999 XL 760 

2000 GP 760  
2000 Super Jet 700  
2000 XL 700  

2001 Super Jet 700  
2001 XL 700  

2002 Super Jet 700  
2002 XL 700  

2003 Super Jet 700  
2003 XL700 Waverunner 

2004 Super Jet 700   
2004 XL700 Waverunner  

2005 Super Jet  

2006 Super Jet  

2007 Super Jet  

2008 Super Jet  

2009 Super Jet 

2018 Super Jet

2019 Super Jet

2020 Super Jet"
15-404,15-404,Regulator /Rectifier for Yamaha Raider 1100 /Venture 1100 /GP 800 /XL 800 /XLT 800 /GP 800 R,85.4,51.2,True,,New Replacement OE Yamaha Regulator/Rectifier,   1995 Yamaha Wave Raider 1100 Regulator/Rectifier Assembly 1996 Yamaha Wave Raider 1100 Regulator/Rectifier Assembly 1996 Yamaha Wave Venture 1100 Regulator/Rectifier Assembly 1997 Yamaha Wave Venture 1100 Regulator/Rectifier Assembly 1998 Yamaha GP 800 W  Regulator/Rectifier Assembly 1999 Yamaha GP 800 X Regulator/Rectifier Assembly 2000 Yamaha GP 800 Regulator/Rectifier Assembly 2000 Yamaha XL 800 Regulator/Rectifier Assembly 2001 Yamaha GP 800 AZ Regulator/Rectifier Assembly 2001 Yamaha XL 800 Z Regulator/Rectifier Assembly 2002 Yamaha GP 800 A Regulator/Rectifier Assembly 2002 Yamaha XLT 800 A Regulator/Rectifier Assembly 2003 Yamaha GP800R Waverunner 2-P Regulator/Rectifier Assembly 2003 Yamaha XLT800 Waverunner 3-P Regulator/Rectifier Assembly 2004 Yamaha GP800A Waverunner 2-P Regulator/Rectifier Assembly 2004 Yamaha XA800A Waverunner 3-P Regulator/Rectifier Assembly 2005 Yamaha GP800R 2-P Regulator/Rectifier Assembly
15-405,15-405,Regulator /Rectifier for Yamaha GP 1200 /XL 1200 /SUV 1200 /Exciter /LS 2000,85.4,51.2,True,,New Replacement OE Yamaha Regulator/Rectifier,   1997 Yamaha GP 1200 Regulator/Rectifier Assembly 1998 Yamaha GP 1200 W Regulator/Rectifier Assembly 1998 Yamaha XL 1200 W Regulator/Rectifier Assembly 1999 Yamaha GP 1200 X Regulator/Rectifier Assembly 1999 Yamaha SUV 1200 X Regulator/Rectifier Assembly 2000 Yamaha SUV 1200 Y Regulator/Rectifier Assembly 2001 Yamaha SUV 1200 Z Regulator/Rectifier Assembly 2002 Yamaha SV 1200A Regulator/Rectifier Assembly 2003 Yamaha SUV1200 4-PERSON W/TRAILER Regulator/Rectifier Assembly 2004 Yamaha SV1200 SUV 4-PERSON Regulator/Rectifier Assembly 1998 Yamaha EXCITER SINGLE Regulator/Rectifier Assembly 1998 Yamaha EXCITER TWIN Regulator/Rectifier Assembly 1999 Yamaha EXCITER 135SE Regulator/Rectifier Assembly 1999 Yamaha EXCITER 270TE Regulator/Rectifier Assembly 1999 Yamaha LS 2000 Regulator/Rectifier Assembly 2000 Yamaha LS 2000 Regulator/Rectifier Assembly 2001 Yamaha LS 2000 Regulator/Rectifier Assembly 2002 Yamaha LS 2000 Regulator/Rectifier Assembly 2002 Yamaha LX 2000 Regulator/Rectifier Assembly 2003 Yamaha AR 210 Regulator/Rectifier Assembly 2003 Yamaha LS 2000 Regulator/Rectifier Assembly 2003 Yamaha LX 210 Regulator/Rectifier Assembly 2003 Yamaha LX 210 Cranberry Regulator/Rectifier Assembly 2004 Yamaha AR210 Regulator/Rectifier Assembly 2004 Yamaha LX210 Regulator/Rectifier Assembly 2005 Yamaha AR210 Regulator/Rectifier Assembly 2005 Yamaha LX210 Regulator/Rectifier Assembly
15-407,15-407,Regulator /Rectifier for Yamaha XL 1200 / LTD /XLT 1200 /GP 1200 66V-81960-00-00 1999-2005,117.5,70.5,False,In Stock ETA: NO ETA,New Replacement OE Yamaha Regulator/Rectifier,1999 Yamaha XL1200 LTD X Regulator/Rectifier Assembly 2000 Yamaha XL 1200 LTD Regulator/Rectifier Assembly 2001 Yamaha XL 1200 Z Regulator/Rectifier Assembly 2002 Yamaha XLT 1200 A Regulator/Rectifier Assembly 2003 Yamaha XLT1200 Waverunner 3-P Regulator/Rectifier Assembly 2004 Yamaha XA1200A XLT1200 3-P Regulator/Rectifier Assembly 2005 Yamaha XLT1200 3-P Regulator/Rectifier Assembly  2000 Yamaha GP 1200R Regulator/Rectifier Assembly 2001 Yamaha GP 1200 RZ Regulator/Rectifier Assembly 2002 Yamaha GP 1200 A Regulator/Rectifier Assembly
15-408,15-408,Regulator /Rectifier for Yamaha FX 140 /Cruiser /GP 1300 R /FX 1100 /VX 110 /Cruiser HO/VX Sport,120.7,72.4,True,,New OE Replacement Yamaha Regulator/Rectifier.,"2002 FX 140 

2003 FX Cruiser  
2003 FX140  
2003 GP1300R  

2004 FX 140 
2004 FX Cruiser  
2004 FX Cruiser HO  
2004 GP1300R  

2005 FX  
2005 FX Cruiser  
2005 GP1300R  
2005 VX1100 Deluxe  
2005 VX1100 Sport  
2005 FX Cruiser HO  
2005 FX HO  

2006 FX  
2006 FX Cruiser HO Anniv  
2006 FX Cruiser  
2006 FX Cruiser HO  
2006 FX HO  
2006 GP1300R  
2006 VX110 Deluxe 
2006 VX110 Sport 

2007 FX  
2007 FX Cruiser  
2007 FX Cruiser HO  
2007 FX HO 
2007 GP1300R  
2007 VX  
2007 VX Cruiser 
2007 VX Deluxe 
2007 VX Sport  

2008 FX Cruiser HO  
2008 FX Cruiser  
2008 FX HO  
2008 FX 
2008 GP1300R  
2008 VX  
2008 VX Cruiser  
2008 VX Deluxe  
2008 VX Sport  

2009 VX  
2009 VX Cruiser  
2009 VX Deluxe  
2009 VX Sport 

2018 EX
2018 EX Deluxe
2018 EX Sport
2018 VX
2018 VX Deluxe

2019 EXR
2019 EX Deluxe
2019 VX Cruiser
2019 VX Deluxe
2019 VX
2019 VX Limited
2019 VX-C

2020 EXR
2020 EX Deluxe
2020 EX Sport
2020 EX
2020 VX Cruiser
2020 VX Deluxe
2020 VX
2020 VX Limited
2020 VX-C

2021 EXR
2021 EX Deluxe
2021 EX Sport
2021 EX
2021 VX
2021 VX Cruiser
2021 VX Deluxe
2021 VX Limited
2021 VX-C
2021 Super Jet

Jet Boats

2018 210 FSH Sport
2018 210 FSH
2018 AR210
2018 SX210

2019 210 FSH Sport
2019 210 FSH Deluxe
2019 210 FSH
2019 AR210
2019 SX210

2020 210 FSH Sport
2020 210 FSH Deluxe
2020 AR210
2020 SX210"
15-412,15-412,Regulator /Rectifier for Yamaha 1.8L 6S5-81960-00-00 2008-2012,132.5,79.5,True,,"New Replacement Regulator/Rectifier for Yamaha 1.8L.
Fits 6S5-81960-00-00 
6S5-18960-01-00
Long Cables
",2008 Yamaha FX Cruiser Super HO Rectifier/Regulator 2008 Yamaha FX Super HO Rectifier/Regulator 2009 Yamaha FX Cruiser HO Rectifier/Regulator 2009 Yamaha FX Cruiser SHO Rectifier/Regulator 2009 Yamaha FX HO Rectifier/Regulator 2009 Yamaha FX SHO Rectifier/Regulator 2009 Yamaha FZR Rectifier/Regulator 2009 Yamaha FZS Rectifier/Regulator 2010 Yamaha 242 Limited S Rectifier/Regulator 2010 Yamaha 242 Limited Rectifier/Regulator 2010 Yamaha AR240 HO Rectifier/Regulator 2010 Yamaha SX240 HO Rectifier/Regulator 2010 Yamaha FX Cruiser HO Rectifier/Regulator 2010 Yamaha FX Cruiser SHO Rectifier/Regulator 2010 Yamaha FX HO Rectifier/Regulator 2010 Yamaha FX SHO Rectifier/Regulator 2010 Yamaha FZR Rectifier/Regulator 2010 Yamaha FZS Rectifier/Regulator 2011 Yamaha 242 Limited S Rectifier/Regulator 2011 Yamaha 242 Limited Rectifier/Regulator 2011 Yamaha SX240 HO (BLACK) Rectifier/Regulator 2011 Yamaha SX240 HO (RED) Rectifier/Regulator 2011 Yamaha SX240 HO (YACHT BLUE) Rectifier/Regulator 2011 Yamaha SXT1800 Rectifier/Regulator 2011 Yamaha FX H FX HO [FY1800K] Rectifier/Regulator 2011 Yamaha Cruiser FX HO [FY1800AK] Rectifier/Regulator 2011 Yamaha Cruiser FX Super HO [GX1800AK] Rectifier/Regulator 2011 Yamaha FX Super HO [FX1800K] Rectifier/Regulator 2011 Yamaha FZR [GX1800K] Rectifier/Regulator 2011 Yamaha FZS [GX1800AK] Rectifier/Regulator 2011 Yamaha VXR [VX1800AK] Rectifier/Regulator 2011 Yamaha VXS [VX1800K] Rectifier/Regulator2012 Yamaha 212 SS Rectifier/Regulator 2012 Yamaha 212 X Rectifier/Regulator 2012 Yamaha 242 Limited S Rectifier/Regulator 2012 Yamaha 242 Limited Rectifier/Regulator 2012 Yamaha AR 190 Rectifier/Regulator 2012 Yamaha AR 240 HO Rectifier/Regulator 2012 Yamaha SX 190 Rectifier/Regulator 2012 Yamaha SX 240 HO Rectifier/Regulator 2012 Yamaha FX Cruiser HO [FB1800AL] Rectifier/Regulator 2012 Yamaha FX Cruiser SHO [FA1800AL] Rectifier/Regulator 2012 Yamaha FX Cruiser SHO [FA1800L] Rectifier/Regulator 2012 Yamaha FX HO [FB1800L] Rectifier/Regulator 2012 Yamaha FZR [GX1800L] Rectifier/Regulator 2012 Yamaha FZS [GX1800AL] Rectifier/Regulator 2012 Yamaha VXR [VX1800AL] Rectifier/Regulator 2012 Yamaha VXS [VX1800L] Rectifier/Regulator
16-101,16-101,CDI Box for Sea-Doo SP /GT /XP 410913700 1989-1991,120.95,72.55,True,,New SBT Replacement CDI Box for Sea-Doo.,Sea-Doo 1989 SP CDI Sea-Doo 1990 SP CDI Sea-Doo 1991 SP CDI Sea-Doo 1990 GT CDI Sea-Doo 1991 GT CDI Sea-Doo 1991 XP CDI
16-102,16-102,CDI Box for Sea-Doo SP /XP /GTX /GTS /SPI /SPX /XPI 278000070 1992-1994,187.95,112.75,True,,"New SBT Replacement CDI Box - Fits Sea-Doo:
278000200
278000070
278000305
278000262
278000413",   1992 Sea-Doo SP CDI		 1993 Sea-Doo SP CDI		 1994 Sea-Doo SP CDI		 1992 Sea-Doo XP CDI		 1993 Sea-Doo XP CDI		 1994 Sea-Doo XP CDI		 1992 Sea-Doo GTX CDI		 1993 Sea-Doo GTX CDI		 1994 Sea-Doo GTX CDI		 1992 Sea-Doo GTS CDI		 1993 Sea-Doo GTS CDI		 1994 Sea-Doo GTS CDI		 1993 Sea-Doo SPI CDI		 1994 Sea-Doo SPI CDI		 1993 Sea-Doo SPX CDI		 1994 Sea-Doo SPX CDI		 1994 Sea-Doo XPI CDI 
16-104,16-104,CDI Box for Sea-Doo SPI /SPX /GTX /SP /HX /GTX /GTS /GTI 278001134 1993-2000,221.95,133.15,True,,"New SBT CDI Box - Fits Sea-Doo:
278000423
278000921
278000964
278000474
278000822
278001025",   1993 Sea-Doo SPI CDI 1994 Sea-Doo SPI CDI 1995 Sea-Doo SPI CDI 1996 Sea-Doo SPI CDI 1993 Sea-Doo SPX CDI 1994 Sea-Doo SPX CDI 1995 Sea-Doo SPX CDI 1996 Sea-Doo SPX CDI 1995 Sea-Doo GTX CDI 1995 Sea-Doo SP CDI 1996 Sea-Doo SP CDI 1997 Sea-Doo SP CDI 1995 Sea-Doo HX CDI 1996 Sea-Doo HX CDI 1997 Sea-Doo HX CDI 1995 Sea-Doo GTS CDI 1996 Sea-Doo GTS CDI 1997 Sea-Doo GTS CDI 1998 Sea-Doo GTS CDI 1999 Sea-Doo GTS CDI 2000 Sea-Doo GTS CDI 1996 Sea-Doo GTI CDI
16-105,16-105,CDI Box for Sea-Doo GS GTI GTS 278000916 1997-2004,289.95,173.95,True,,"New SBT replacement Electronic Module (aka CDI box). Simple plug in replacement for the original unit.

NOTE: The D.E.S.S. (Digitally Encoded Security System) will no longer function with this unit.

Replaces the following OEM part numbers.

278000916
278001496
278001796",   1997 Sea-Doo GS CDI 1998 Sea-Doo GS CDI 1999 Sea-Doo GS CDI 2000 Sea-Doo GS CDI 2001 Sea-Doo GS CDI 1997 Sea-Doo GTI CDI1998 Sea-Doo GTI CDI 1999 Sea-Doo GTI CDI 2000 Sea-Doo GTI CDI 2001 Sea-Doo GTI CDI 2002 Sea-Doo GTI CDI 2003 Sea-Doo GTI CDI 2004 Sea-Doo GTI CDI 2005 Sea-Doo GTI CDI 2001 Sea-Doo GTS CDI 2002 Sea-Doo GTI LE CDI 2003 Sea-Doo GTI LE CDI 2004 Sea-Doo GTI LE CDI
16-107,16-107,CDI Box for Sea-Doo SPX /GTX 278001255 1997-1999,497.95,298.75,True,,"New SBT replacement Electronic Module (aka CDI box). Simple plug in replacement for the original unit.

NOTE: The D.E.S.S. (Digitally Encoded Security System) will no longer function with this unit.

278000981
278001202
278001242
278001255
278001133",1997 Sea-Doo SPX CDI		 1998 Sea-Doo SPX CDI		 1999 Sea-Doo SPX CDI		 1997 Sea-Doo GTX CDI
16-109,16-109,CDI Box for Sea-Doo XPL 1998 278001342,659.95,395.95,True,,"New SBT Replacement CDI Box for Sea-Doo -Fits 278001342

NOTE: The D.E.S.S. (Digitally Encoded Security System) will no longer function with this unit.
",1998 XPL 5667 5665
16-109A,16-109A,CDI Box for Sea-Doo GTX GSX 1998,549.95,329.95,True,,"New SBT replacement Electronic Module (aka CDI box). Simple plug in replacement for the original unit.

NOTE: The D.E.S.S. (Digitally Encoded Security System) will no longer function with this unit.


Fits 278001343 278000926",1998 GSX-L1998 GTX-L
16-109B,16-109B,CDI Box for Sea-Doo GTX GSX XP RX LRV 1999-2002,549.95,329.95,True,,"New SBT replacement Electronic Module (aka CDI box). Simple plug in replacement for the original unit.

NOTE: The D.E.S.S. (Digitally Encoded Security System) will no longer function with this unit.

Fits: 278001499, 278001398, 278001525, 278001526, 278001718",
16-203,16-203,CDI Box for Kawasaki SX /X2 /TS /SC 21119-3726 1987-1995,232.95,139.75,True,,"New CDI Box - Fits Kawasaki
21119-3726
Will not work with the Jet Mate",All Kawasaki 650's Except Jet Mate
16-205,16-205,CDI Box for Kawasaki SX 21119-3733 1992-1995,221.95,133.15,True,,"New CDI Box - Fits Kawasaki
21119-3732
21119-3733",1992 Kawasaki SX CDI 1993 Kawasaki SX CDI 1994 Kawasaki SX CDI 1995 Kawasaki SX CDI
16-205A,16-205A,CDI Box for Kawasaki 750 SS /750 XI /750 ST /750 STS 21119-3735 1992-1997,242.95,145.75,True,,"New CDI Box - Fits Kawasaki
21119-3734
21119-3735",1992 Kawasaki 750 SS CDI 1993 Kawasaki 750 SS CDI 1994 Kawasaki 750 SS CDI 1995 Kawasaki 750 SS CDI 1996 Kawasaki 750 SS CDI 1997 Kawasaki 750 SS CDI 1993 Kawasaki 750 Xi CDI 1994 Kawasaki 750 Xi CDI 1995 Kawasaki 750 Xi CDI 1996 Kawasaki 750 Xi CDI 1997 Kawasaki 750 Xi CDI 1994 Kawasaki 750 ST CDI 1996 Kawasaki 750 STS CDI 1997 Kawasaki 750 STS CDI
16-207,16-207,CDI Box for Kawasaki 750 ZXI 21119-3739 1995,242.95,145.75,True,,"New CDI Box - Fits Kawasaki
21119-3739",1995 Kawasaki 750 ZXI
16-207A,16-207A,CDI Box for Kawasaki 750 XIR /750 SXI /SXI Pro /800 SX-R 21119-3738 1994-2003,242.95,145.75,True,,"New CDI Box - Fits Kawasaki
21119-3738",1994 Kawasaki 750 XiR CDI 1995 Kawasaki 750 Sxi CDI 1996 Kawasaki 750 Sxi CDI 1998 Kawasaki SXI PRO CDI 1999 Kawasaki SXI PRO CDI 2000 Kawasaki SXI PRO CDI 2001 Kawasaki SXI PRO CDI 2002 Kawasaki SXI PRO CDI 2003 Kawasaki 800 SX-R CDI
16-300-56,16-300-56,Spark Plug Wire Assembly (56cm) for Polaris,17.95,12.55,True,,"Polaris Spark Plug Wire Assembly 
 56 cm",1999	Genesis Spark Plug Wire  1999	SLTX Spark Plug Wire  1999	SLX Spark Plug Wire  	 2000	Genesis 4-Pass Spark Plug Wire  2000	PRO 1200 2-Pass Spark Plug Wire  2000	SLX 2-Pass Spark Plug Wire  2000	Virage 3-Pass Spark Plug Wire  2000	Virage TX 3-Pass Spark Plug Wire  	 2001	Genesis 4-Pass Spark Plug Wire  2001	PRO 1200 2-Pass Spark Plug Wire  2001	SLH 2-Pass Spark Plug Wire  2001	SLX 2-Pass Spark Plug Wire  2001	Virage 3-Pass Spark Plug Wire  2001	Virage TX 3-Pass Spark Plug Wire  	 2002	Freedom 3-Pass Spark Plug Wire  2002	Genesis 4-Pass Spark Plug Wire  2002	Octane Spark Plug Wire  2002	Virage 3-Pass Spark Plug Wire  2002	Virage TX 3-Pass Spark Plug Wire  	 2003	Freedom 3-Pass Spark Plug Wire  2003	Octane Spark Plug Wire  2003	Virage 3-Pass Spark Plug Wire  	 2004	Freedom Spark Plug Wire  2004	Octane Spark Plug Wire  2004	Virage Spark Plug Wire 
16-300-71,16-300-71,Spark Plug Wire Assembly (71cm) for Polaris,19.85,13.85,True,,Polaris Spark Plug Assembly - 71cm,
16-302,16-302,CDI Box for Polaris Virage /Freedom 4010803 2003-004,327.95,196.75,True,,"This CDI is a replacement unit for all year Octane models and any 2 cyl model with an existing update kit installed. This is a HST timed CDI box.

*Please be advised - when installing a replacement Polaris domestic CDI it is extremely important to verify correct flywheel timing. Refer to a Polaris service manual for your specific models timing and time accordingly after the new CDI is installed.

*Failure to follow this recommendation can result in piston deterioration and possible engine failure.",2003-2004 Polaris Virage CDI Box 2003-2004 Polaris Freedom
16-302-02,16-302-02,Ignition Coil for Polaris Freedom /Octane /SLH /Virage 4010175 2000-2004,105.95,63.55,True,,"Can also be used as a replacement coil for all 2cyl models with an existing update kit installed

- 900 and 1050 models will require the use of an updated stator assembly",2002-2004 Polaris Freedom Ignition Coil 2002-2004 Polaris Octane Ignition Coil 2000-2001 Polaris SLH Ignition Coil 2001-2004 Polaris Virage Ignition Coil
16-302K,16-302K,Ignition Update Kit for Polaris SLH /SLT /SL 700 /SLT 700 /Deluxe /Hurricane /SLTH /Virage 2873022,664.95,398.95,True,,"*Please be advised - when installing a replacement Polaris domestic CDI it is extremely important to verify correct flywheel timing. Refer to a Polaris service manual for your specific models timing and time accordingly after the new CDI is installed.

*Failure to follow this recommendation can result in piston deterioration and possible engine failure.

Polaris Ignition Update Kit

Kit Includes:

Stator
Dielectric Grease
2 Spark Plug Wire Assemblies
CDI Box
Ignition Coil
Flywheel Cover Gasket","1996-1999 Twin Carb motors, incl. 700 Hurricane Model"
16-303,16-303,CDI Box for Polaris SL750/ SLT 750 3240217 1994-1995,255.95,153.55,True,,"New OEM Replacement CDI Box for Polaris SL750, SLT 750 
Fits: 3240217

*Please be advised - when installing a replacement Polaris domestic CDI it is extremely important to verify correct flywheel timing. Refer to a Polaris service manual for your specific models timing and time accordingly after the new CDI is installed.

*Failure to follow this recommendation can result in piston deterioration and possible engine failure.",1994 SL750 CDI Box1994 SLT750 CDI Box1995 SL750 CDI Box1995 SLT750 CDI Box
16-304,16-304,CDI Box for Polaris 1996 1997 SLT 780 1997 SL 780,255.95,153.55,True,,New OE Replacement Polaris CDI Box Fits - 3240289,1996-1997 SLT 7801997 SL780
16-307,16-307,,442.95,265.75,True,,"Replacement CDI for all 900, 1050 models. This is a non HST timed ignition CDI box.

*Please be advised - when installing a replacement Polaris domestic CDI it is extremely important to verify correct flywheel timing. Refer to a Polaris service manual for your specific models timing and time accordingly after the new CDI is installed.

*Failure to follow this recommendation can result in piston deterioration and possible engine failure.",1998-1999 Polaris SLTX 1998-1999 Polaris SLXH 1998-1999 Polaris SLTX 1999 Polaris SLX
16-307-01,16-307-01,Ignition Coil for Polaris Genesis /Pro 1200 /SLX /Virage TX 4010342 2000-2002,199.95,119.95,True,,New Replacement OE Polaris Ignition Coil,2000-2002 Polaris Geneisis Ignition Coil 2000-2001 Polaris Pro 1200 Ignition Coil 2001 Polaris SLX Ignition Coil 2000-2002 Virage TX Ignition Coil
16-307A,16-307A,SBT Programmed CDI for Polaris 1200 4010379 2000 SLX Pro 1200 Genesis 2001 Virage TX,442.95,265.75,False,,"Replacement CDI for Polaris 1200 engines. This is a “Regular Start” CDI box.

Please be advised - when installing a replacement Polaris domestic CDI it is extremely important to verify correct flywheel timing. Refer to a Polaris service manual for your specific models timing and time accordingly after the new CDI is installed.
Failure to follow this recommendation can result in piston deterioration and possible engine failure.",2000 Polaris SLX 2-Pass CDI Box  2000 Polaris SLX 2-Pass Euro CDI Box  2000 Polaris PRO 1200 2-Pass CDI Box  2000 Polaris PRO 1200 2-Pass Euro CDI Box  2000 Polaris Genesis 4-Pass CDI Box  2000 Polaris Genesis 4-Pass Euro CDI Box  2001 Polaris Virage TX 3-Pass CDI Box  2001 Polaris Virage TX 3-Pass Euro CDI Box 
16-307K,16-307K,,664.95,398.95,False,,"*Please be advised - when installing a replacement Polaris domestic CDI it is extremely important to verify correct flywheel timing. Refer to a Polaris service manual for your specific models timing and time accordingly after the new CDI is installed.

*Failure to follow this recommendation can result in piston deterioration and possible engine failure.

Kit Contains:

Stator
Dielectric Grease
CDI Box
Flywheel Cover Gasket",1998 1999 1050 Polaris
16-401,16-401,CDI Box for Yamaha FX 1 /SuperJet 650 /SuperJet 700 /VXR 650 /Wave Runner III 650 /Wave Runner LX,232.95,139.75,True,,"New CDI Box - Fits Yamaha
6M6-85540-01-00
61X-85540-00-00",   1994 Yamaha FX1 CDI		 1995 Yamaha FX1 CDI		 		 1990 Yamaha Super Jet 650 CDI		 1991 Yamaha Super Jet 650 CDI		 1992 Yamaha Super Jet 650 CDI		 1993 Yamaha Super Jet 650 CDI		 1995 Yamaha Super Jet 700		 1991 Yamaha VXR 650 CDI		 1992 Yamaha VXR 650 CDI 		 1993 Yamaha VXR 650 CDI		 1995 Yamaha VXR 650 CDI		 		 1994 Yamaha VXR Pro 700 CDI		 		 1990 Yamaha Wave Runner III 650 CDI		 1991 Yamaha Wave Runner III 650 CDI		 1992 Yamaha Wave Runner III 650 CDI		 1993 Yamaha Wave Runner III 650 CDI		 1995 Yamaha Wave Runner III 650 CDI		 		 		 1991 Yamaha Wave Runner LX CDI		 1992 Yamaha Wave Runner LX CDI		 1993 Yamaha Wave Runner LX CDI		 1994 Yamaha Wave Runner III 700 CDI		 1995 Yamaha Wave Runner III 700 CDI		 		 1993 Yamaha Wave Blaster 700 CDI		 1994 Yamaha Wave Blaster 700 CDI		 1995 Yamaha Wave Blaster 700 CDI
